species,ANI26401,ANG65538,SBO07726,YP_009253942,YP_009252254,ANB43610,AKT72642,AIJ28621,NP_733857,NP_064160,AAF80111,AAF16520,AAC58687,AAB66388,AMO64740,AKZ18144,YP_009230161,YP_009229846,YP_009227263,AMB66138,AMB65994,AMB16939,AMB15810,ALX81095,YP_438136,AJT58581,AJG04899,ALB06101,ALB06099,YP_009176907,YP_009173887,ALF03278,YP_009179299,AJG42938,AGG16071,Q2HRD0,YP_009137478,AIL27699,YP_004936030,AKP92777,AKE44231,Q69025,Q6UDK1,O36363,P52367,P24907,BAP00709,YP_009118399,AIA82756,YP_073778,AJE29648,AJD79498,AIN81109,AIN81107,AIA09524,YP_009054933,AIQ80750,YP_009052018,YP_004940227,YP_009041990,YP_009044396,AHH02047,AHM96371,YP_009011017,AGY30688,AHA93360,YP_004940081,NP_047983,CCE57390,AFM85236,AFM85234,AFK85012,AFK85010,YP_004207849,YP_003933809,YP_003662494,YP_182359,YP_164473,NP_077443,NP_073324,NP_066862,AFK83885,ABH05845,AEW46233,AEM72555,AEI00235,AEA39187,ADY80543,AAM89282,AAM89279,ADY05325,ADY05323,ADY05321,ADY05320,ADY05319,ADY05318,ADY05317,ADY05314,ADY05311,AAM89278,ADK70918,AAN35123,ADM52140,BAI22795,AAM62282,ADE62355,ABN49965,ABN49966,ABN49957,ABO40787,ABO40783,ABO40780,ABO40775,AAG13396,AAD55134,ACX70157,AAO12315,AAK00812,AAT79466,BAH57334,AAP42119,AAP42117,ABI21851,AAS75147,AAO46908,AAO46905,AAD30142,AAO46907,ABI21852,ABU52901,ABU52899,AAC57976,ABV03816,ABV03812,ABV03810,AAN35124,ABH05847,ABH05841,ABH08758,ABH08757,AAW55994,AAW55992,CAB61753
AAM89279,0.663989,0.720214,0.728246,0.593039,0.710843,0.724230,0.275770,0.732262,0.668005,0.514056,0.630522,0.655957,0.662651,0.657296,0.247657,0.579652,0.705489,0.658635,0.740295,0.732262,0.728246,0.725569,0.729585,0.740295,0.659973,0.722892,0.725569,0.702186,0.699042,0.726908,0.706827,0.662651,0.631861,0.697456,0.631861,0.654618,0.271754,0.728246,0.259705,0.653639,0.465863,0.538153,0.725569,0.645248,0.676037,0.662651,0.734940,0.658635,0.673360,0.591700,0.662651,0.724230,0.580991,0.591700,0.733601,0.717537,0.720214,0.630522,0.349398,0.661312,0.641232,0.671622,0.733601,0.732262,0.645248,0.756359,0.345382,0.666667,0.465863,0.669344,0.662651,0.518072,0.564926,0.659973,0.732262,0.713521,0.734940,0.734940,0.733601,0.730924,0.777778,0.512718,0.685408,0.336011,0.634538,0.732262,0.673913,0.673360,0.273092,0.000000,0.672021,0.658635,0.665328,0.669344,0.657296,0.669344,0.665328,0.663989,0.666667,0.654618,0.629183,0.675603,0.728246,0.508701,0.713521,0.476573,0.653280,0.666667,0.662651,0.459170,0.461847,0.539326,0.532798,0.651941,0.720214,0.646586,0.677376,0.674699,0.733601,0.674699,0.672131,0.653061,0.671177,0.665328,0.677898,0.647925,0.669344,0.670256,0.665768,0.661312,0.652349,0.650602,0.266399,0.665328,0.659973,0.653280,0.670683,0.654618,0.643725,0.671141,0.674699,0.651941,0.606667
ADY05325,0.066578,0.709720,0.737683,0.687084,0.748336,0.737683,0.668442,0.753662,0.267643,0.693742,0.704394,0.532623,0.527297,0.552597,0.707057,0.677763,0.741678,0.523302,0.736352,0.744341,0.739015,0.720373,0.723036,0.743009,0.547270,0.712383,0.758988,0.596995,0.560876,0.704394,0.552597,0.069241,0.676431,0.555260,0.660453,0.519308,0.671105,0.739015,0.676431,0.541779,0.651132,0.677763,0.725699,0.544607,0.504660,0.523302,0.744341,0.500666,0.529960,0.691079,0.528628,0.697736,0.688415,0.689747,0.747004,0.737683,0.737683,0.672437,0.663116,0.527297,0.548602,0.551351,0.747004,0.740346,0.525965,0.700399,0.668442,0.529960,0.659121,0.536618,0.533955,0.733688,0.663116,0.560586,0.750999,0.732357,0.750999,0.743009,0.756325,0.750999,0.729694,0.671105,0.520639,0.668442,0.665779,0.735020,0.524457,0.556150,0.669774,0.672021,0.000000,0.245989,0.258021,0.266399,0.157124,0.089214,0.081225,0.109188,0.150466,0.156208,0.672437,0.550938,0.739015,0.668442,0.603196,0.668442,0.561917,0.551265,0.571238,0.653795,0.652463,0.688202,0.724368,0.540613,0.743009,0.531292,0.543276,0.532623,0.747004,0.538153,0.524590,0.488435,0.535859,0.517976,0.508086,0.507324,0.567244,0.512786,0.508086,0.565912,0.522148,0.523302,0.739015,0.066578,0.537949,0.504660,0.539281,0.513981,0.546559,0.536913,0.564753,0.547270,0.466667
ADY05323,0.231283,0.728610,0.741979,0.692513,0.744652,0.728610,0.653743,0.721925,0.195187,0.673797,0.703209,0.538770,0.509358,0.541444,0.688503,0.685829,0.721925,0.520053,0.766043,0.744652,0.739305,0.715241,0.716578,0.732620,0.532086,0.739305,0.751337,0.579235,0.541724,0.697861,0.589572,0.232620,0.653743,0.572193,0.657754,0.500000,0.659091,0.723262,0.655080,0.526954,0.644385,0.668449,0.731283,0.553476,0.502674,0.522727,0.745989,0.509358,0.516043,0.689840,0.510695,0.687166,0.691176,0.689840,0.759358,0.733957,0.739305,0.659091,0.655080,0.536096,0.550802,0.532432,0.754011,0.740642,0.505348,0.699198,0.663102,0.540107,0.727273,0.504011,0.521390,0.668449,0.663102,0.544118,0.754011,0.711230,0.736631,0.748663,0.756684,0.736631,0.735294,0.661765,0.509358,0.655080,0.657754,0.732620,0.502717,0.540107,0.653743,0.658635,0.245989,0.000000,0.175134,0.186078,0.241979,0.229947,0.241979,0.227273,0.228610,0.235294,0.659091,0.537534,0.739305,0.663102,0.590909,0.651070,0.546791,0.554813,0.554813,0.643048,0.644385,0.681180,0.723262,0.524064,0.740642,0.513369,0.540107,0.512032,0.744652,0.527443,0.513661,0.507483,0.522327,0.506684,0.498652,0.489305,0.544118,0.512786,0.489218,0.558824,0.514094,0.505348,0.655080,0.239305,0.512032,0.493316,0.514706,0.500000,0.533063,0.530201,0.561497,0.540107,0.445000
ADY05321,0.243316,0.709893,0.747326,0.676471,0.729947,0.729947,0.671123,0.752674,0.151070,0.685829,0.684492,0.524064,0.517380,0.521390,0.696524,0.668449,0.747326,0.514706,0.729947,0.752674,0.747326,0.711230,0.719251,0.727273,0.530749,0.737968,0.729947,0.532787,0.538988,0.701872,0.544118,0.241979,0.669786,0.573529,0.655080,0.502674,0.667112,0.745989,0.669786,0.526954,0.647059,0.675134,0.719251,0.536096,0.510695,0.522727,0.732620,0.512032,0.505348,0.675134,0.516043,0.696524,0.677807,0.676471,0.756684,0.741979,0.741979,0.664439,0.649733,0.524064,0.538770,0.525676,0.754011,0.748663,0.512032,0.701872,0.667112,0.520053,0.668449,0.509358,0.500000,0.672460,0.648396,0.542781,0.724599,0.735294,0.739305,0.750000,0.733957,0.735294,0.733957,0.677807,0.512032,0.663102,0.656417,0.732620,0.489130,0.528075,0.671123,0.665328,0.258021,0.175134,0.000000,0.222222,0.258021,0.247326,0.251337,0.241979,0.260695,0.267380,0.663102,0.522788,0.750000,0.675134,0.584225,0.656417,0.529412,0.526738,0.541444,0.649733,0.644385,0.668539,0.672460,0.521390,0.747326,0.508021,0.538770,0.508021,0.751337,0.532798,0.497268,0.500680,0.515562,0.521390,0.493261,0.506684,0.536096,0.496635,0.495957,0.541444,0.516779,0.508021,0.673797,0.252674,0.516043,0.501337,0.513369,0.504011,0.535762,0.528859,0.542781,0.544118,0.448333
ADY05320,0.254351,0.726908,0.744311,0.676037,0.740295,0.720214,0.661312,0.751004,0.234270,0.672021,0.702811,0.526104,0.522088,0.539491,0.693440,0.676037,0.745649,0.520750,0.757697,0.745649,0.742972,0.701473,0.705489,0.724230,0.535475,0.732262,0.751004,0.540984,0.545828,0.697456,0.556894,0.251673,0.658635,0.534137,0.655957,0.500669,0.661312,0.741633,0.661312,0.529650,0.653280,0.724230,0.709505,0.546185,0.502008,0.512718,0.755020,0.503347,0.516734,0.680054,0.516734,0.678715,0.681392,0.684070,0.751004,0.698795,0.730924,0.659973,0.659973,0.531459,0.554217,0.539189,0.751004,0.741633,0.508701,0.693440,0.666667,0.531459,0.662651,0.503347,0.508701,0.665328,0.655957,0.550201,0.746988,0.710843,0.733601,0.730924,0.749665,0.708166,0.740295,0.663989,0.511379,0.661312,0.663989,0.736278,0.493207,0.535475,0.658635,0.669344,0.266399,0.186078,0.222222,0.000000,0.278447,0.250335,0.251673,0.247657,0.259705,0.261044,0.657296,0.544236,0.742972,0.661312,0.552878,0.662651,0.543507,0.540830,0.560910,0.655957,0.655957,0.675562,0.716198,0.530120,0.728246,0.514056,0.539491,0.510040,0.709505,0.531459,0.513661,0.496599,0.523681,0.502008,0.501348,0.497992,0.544846,0.518170,0.497305,0.543507,0.518121,0.510040,0.658635,0.254351,0.510040,0.495315,0.514056,0.496653,0.547908,0.527517,0.563588,0.543507,0.453333
ADY05319,0.144947,0.702128,0.731383,0.684840,0.743351,0.726064,0.658245,0.726064,0.271277,0.687500,0.694149,0.529255,0.518617,0.542553,0.690160,0.670213,0.728723,0.523936,0.751330,0.734043,0.728723,0.708777,0.711436,0.727394,0.534574,0.715426,0.760638,0.577869,0.552668,0.702128,0.570479,0.151596,0.663564,0.545213,0.652926,0.509309,0.660904,0.715426,0.663564,0.529650,0.654255,0.662234,0.716755,0.538564,0.492021,0.518617,0.740691,0.490691,0.513298,0.684840,0.517287,0.683511,0.684840,0.687500,0.718085,0.703457,0.731383,0.666223,0.643617,0.522606,0.545213,0.543243,0.715426,0.732713,0.517287,0.694149,0.656915,0.521277,0.662234,0.530585,0.523936,0.664894,0.650266,0.557181,0.746011,0.703457,0.735372,0.716755,0.744681,0.700798,0.723404,0.662234,0.503989,0.658245,0.658245,0.703457,0.519022,0.546791,0.663564,0.657296,0.157124,0.241979,0.258021,0.278447,0.000000,0.154461,0.153129,0.147803,0.148936,0.125501,0.667553,0.536193,0.732713,0.659574,0.585106,0.658245,0.550532,0.547872,0.557181,0.651596,0.656915,0.671348,0.726064,0.534574,0.744681,0.518617,0.541223,0.510638,0.712766,0.530120,0.510929,0.484354,0.525034,0.506649,0.495957,0.494681,0.561170,0.507402,0.494609,0.547872,0.510067,0.517287,0.734043,0.143808,0.526596,0.490691,0.526596,0.497340,0.539811,0.523490,0.568758,0.549202,0.451667
ADY05318,0.065246,0.700399,0.716378,0.683089,0.745672,0.732357,0.657790,0.744341,0.262317,0.689747,0.705726,0.533955,0.519308,0.540613,0.701731,0.679095,0.724368,0.516644,0.745672,0.736352,0.735020,0.708389,0.712383,0.744341,0.547270,0.707057,0.753662,0.588798,0.556772,0.704394,0.565912,0.062583,0.673768,0.552597,0.660453,0.516644,0.661784,0.735020,0.665779,0.543127,0.655126,0.668442,0.723036,0.544607,0.494008,0.512650,0.737683,0.495340,0.517976,0.688415,0.521971,0.688415,0.691079,0.685752,0.724368,0.731025,0.731025,0.668442,0.655126,0.524634,0.551265,0.543243,0.743009,0.735020,0.503329,0.693742,0.665779,0.517976,0.657790,0.532623,0.521971,0.668442,0.657790,0.552597,0.745672,0.728362,0.747004,0.741678,0.740346,0.739015,0.729694,0.671105,0.507324,0.660453,0.668442,0.731025,0.512228,0.556150,0.661784,0.669344,0.089214,0.229947,0.247326,0.250335,0.154461,0.000000,0.085220,0.091877,0.137150,0.150868,0.663116,0.541555,0.735020,0.665779,0.588549,0.665779,0.547270,0.540613,0.556591,0.657790,0.653795,0.685393,0.657790,0.535286,0.733688,0.517976,0.541944,0.519308,0.715047,0.524766,0.521858,0.478912,0.523681,0.509987,0.514825,0.496671,0.560586,0.495289,0.502695,0.557923,0.515436,0.513981,0.733688,0.073236,0.513981,0.490013,0.532623,0.496671,0.535762,0.528859,0.563418,0.540613,0.458333
ADY05317,0.066578,0.707057,0.731025,0.677763,0.748336,0.727031,0.668442,0.747004,0.264980,0.691079,0.696405,0.533955,0.513981,0.535286,0.700399,0.675100,0.723036,0.537949,0.750999,0.737683,0.732357,0.709720,0.713715,0.739015,0.543276,0.711052,0.729694,0.553279,0.552668,0.703063,0.564581,0.059920,0.665779,0.544607,0.656458,0.509987,0.667111,0.732357,0.675100,0.533693,0.651132,0.672437,0.727031,0.537949,0.501997,0.507324,0.735020,0.496671,0.519308,0.680426,0.512650,0.687084,0.685752,0.680426,0.719041,0.711052,0.709720,0.672437,0.651132,0.523302,0.541944,0.548649,0.739015,0.731025,0.500666,0.701731,0.663116,0.515313,0.660453,0.529960,0.515313,0.661784,0.641811,0.556591,0.745672,0.708389,0.739015,0.739015,0.740346,0.737683,0.727031,0.664447,0.503329,0.661784,0.667111,0.725699,0.509511,0.548128,0.668442,0.665328,0.081225,0.241979,0.251337,0.251673,0.153129,0.085220,0.000000,0.095872,0.137150,0.146862,0.665779,0.544236,0.732357,0.659121,0.589880,0.659121,0.544607,0.543276,0.560586,0.649800,0.651132,0.685393,0.720373,0.531292,0.744341,0.512650,0.539281,0.525965,0.720373,0.527443,0.513661,0.474830,0.525034,0.517976,0.516173,0.490013,0.556591,0.500673,0.501348,0.557923,0.503356,0.512650,0.667111,0.070573,0.513981,0.494008,0.525965,0.494008,0.541161,0.534228,0.558077,0.543276,0.450000
ADY05314,0.086551,0.695073,0.732357,0.685752,0.737683,0.732357,0.665779,0.724368,0.259654,0.688415,0.701731,0.527297,0.513981,0.540613,0.691079,0.675100,0.715047,0.533955,0.752330,0.739015,0.735020,0.711052,0.713715,0.725699,0.544607,0.707057,0.761651,0.587432,0.556772,0.701731,0.569907,0.082557,0.669774,0.541944,0.655126,0.509987,0.665779,0.735020,0.667111,0.539084,0.659121,0.675100,0.721704,0.549933,0.495340,0.520639,0.733688,0.490013,0.519308,0.685752,0.512650,0.683089,0.689747,0.687084,0.720373,0.721704,0.707057,0.664447,0.645806,0.531292,0.552597,0.550000,0.743009,0.733688,0.515313,0.697736,0.664447,0.525965,0.663116,0.521971,0.517976,0.664447,0.644474,0.551265,0.741678,0.727031,0.743009,0.721704,0.741678,0.704394,0.728362,0.660453,0.512650,0.659121,0.663116,0.725699,0.510870,0.556150,0.665779,0.663989,0.109188,0.227273,0.241979,0.247657,0.147803,0.091877,0.095872,0.000000,0.137150,0.145527,0.664447,0.540214,0.735020,0.657790,0.585885,0.657790,0.549933,0.531292,0.559254,0.656458,0.655126,0.671348,0.652463,0.531292,0.736352,0.509987,0.540613,0.523302,0.716378,0.527443,0.520492,0.478912,0.527740,0.503329,0.510782,0.492676,0.551265,0.502019,0.498652,0.555260,0.504698,0.513981,0.736352,0.091877,0.508655,0.490013,0.533955,0.499334,0.531714,0.522148,0.547397,0.536618,0.451667
ADY05311,0.195303,0.739184,0.744129,0.709518,0.747837,0.752781,0.710754,0.761434,0.323857,0.718171,0.723115,0.571075,0.562423,0.580964,0.703337,0.702101,0.747837,0.576020,0.750309,0.757726,0.751545,0.731768,0.733004,0.750309,0.576020,0.729295,0.766378,0.598361,0.564979,0.728059,0.603214,0.199011,0.692213,0.613103,0.678616,0.553770,0.695921,0.741656,0.704574,0.539084,0.694685,0.699629,0.741656,0.583436,0.535229,0.557478,0.765142,0.540173,0.559951,0.707046,0.561187,0.715698,0.710754,0.709518,0.761434,0.745365,0.730532,0.694685,0.684796,0.568603,0.585909,0.543243,0.760198,0.750309,0.556242,0.719407,0.692213,0.566131,0.689740,0.569839,0.561187,0.694685,0.686032,0.583436,0.757726,0.747837,0.760198,0.760198,0.763906,0.728059,0.747837,0.692213,0.528105,0.693449,0.686032,0.719407,0.506793,0.556150,0.679842,0.666667,0.150466,0.228610,0.260695,0.259705,0.148936,0.137150,0.137150,0.137150,0.000000,0.145527,0.693449,0.544236,0.750309,0.690977,0.630408,0.674870,0.560106,0.550265,0.568449,0.676278,0.671035,0.681180,0.678616,0.568040,0.757726,0.517928,0.579728,0.564895,0.755253,0.532798,0.520492,0.496599,0.519621,0.537975,0.522911,0.506649,0.568807,0.512786,0.520216,0.574194,0.523490,0.558714,0.739816,0.139814,0.529880,0.501330,0.547120,0.510444,0.543860,0.534228,0.566088,0.546543,0.450000
AAM89278,0.153538,0.706275,0.718291,0.684913,0.743658,0.734312,0.651535,0.750334,0.287049,0.679573,0.692924,0.532710,0.515354,0.528705,0.694259,0.674232,0.740988,0.518024,0.753004,0.735648,0.734312,0.703605,0.706275,0.731642,0.535381,0.731642,0.762350,0.549180,0.538988,0.696929,0.546061,0.140187,0.663551,0.548732,0.648865,0.496662,0.651535,0.712951,0.656876,0.521563,0.658211,0.659546,0.722296,0.543391,0.479306,0.507343,0.740988,0.487316,0.496662,0.687583,0.503338,0.682243,0.683578,0.683578,0.722296,0.700935,0.734312,0.663551,0.650200,0.527370,0.548732,0.532432,0.743658,0.735648,0.504673,0.702270,0.654206,0.510013,0.666222,0.504673,0.510013,0.663551,0.646195,0.554072,0.743658,0.728972,0.743658,0.738318,0.754339,0.736983,0.728972,0.667557,0.503338,0.652870,0.651535,0.706275,0.491848,0.552139,0.650200,0.654618,0.156208,0.235294,0.267380,0.261044,0.125501,0.150868,0.146862,0.145527,0.145527,0.000000,0.659546,0.529491,0.735648,0.663551,0.558077,0.658211,0.539386,0.540721,0.550067,0.663551,0.660881,0.664326,0.656876,0.518024,0.735648,0.512684,0.539386,0.502003,0.747664,0.520750,0.517760,0.491156,0.530447,0.500668,0.494609,0.493992,0.555407,0.514132,0.494609,0.544726,0.520805,0.516689,0.731642,0.144192,0.518024,0.493992,0.511348,0.493992,0.539811,0.530201,0.552737,0.535381,0.456667
ADK70918,0.665472,0.731183,0.733572,0.659498,0.707288,0.718041,0.639188,0.728793,0.670251,0.659498,0.659498,0.665472,0.670251,0.659498,0.675030,0.659498,0.713262,0.682198,0.747909,0.727599,0.749104,0.724014,0.732378,0.741935,0.671446,0.714456,0.714456,0.674863,0.681259,0.700119,0.698925,0.666667,0.394265,0.683393,0.197133,0.661888,0.641577,0.752688,0.642772,0.665768,0.634409,0.618877,0.715651,0.660693,0.673835,0.670251,0.747909,0.671446,0.667861,0.657109,0.675030,0.715651,0.663082,0.658303,0.715651,0.720430,0.739546,0.107527,0.630824,0.664277,0.671446,0.674324,0.746714,0.753883,0.663082,0.686977,0.624851,0.667861,0.633214,0.679809,0.657109,0.636798,0.635603,0.670251,0.743130,0.715651,0.740741,0.743130,0.746714,0.745520,0.733572,0.632019,0.667974,0.640382,0.228365,0.751493,0.676630,0.661765,0.637681,0.629183,0.672437,0.659091,0.663102,0.657296,0.667553,0.663116,0.665779,0.664447,0.693449,0.659546,0.000000,0.666220,0.752688,0.622461,0.695341,0.639896,0.655218,0.662698,0.662321,0.627785,0.631717,0.632022,0.673835,0.657928,0.714456,0.666667,0.669056,0.673835,0.724014,0.654618,0.665301,0.659864,0.680650,0.683544,0.677898,0.666223,0.678899,0.668910,0.661725,0.665806,0.672483,0.671446,0.645204,0.668442,0.670651,0.659574,0.662304,0.665796,0.659919,0.661745,0.650200,0.656915,0.628333
AAN35123,0.541555,0.734584,0.738606,0.672922,0.735925,0.734584,0.672922,0.727882,0.542895,0.678284,0.672922,0.510724,0.459786,0.479893,0.689008,0.662198,0.739946,0.495979,0.756032,0.723861,0.735925,0.729223,0.738606,0.750670,0.506702,0.726542,0.730563,0.535519,0.504788,0.674263,0.528150,0.540214,0.656836,0.513405,0.655496,0.453083,0.663539,0.738606,0.666220,0.504043,0.663539,0.664879,0.717158,0.513405,0.489276,0.461126,0.747989,0.494638,0.442359,0.668901,0.457105,0.715818,0.660858,0.670241,0.737265,0.733244,0.741287,0.662198,0.663539,0.513405,0.516086,0.490541,0.750670,0.734584,0.447721,0.717158,0.670241,0.458445,0.660858,0.467828,0.445040,0.671582,0.670241,0.485255,0.742627,0.739946,0.747989,0.747989,0.730563,0.752011,0.729223,0.670241,0.457105,0.668901,0.659517,0.729223,0.476902,0.508043,0.666220,0.675603,0.550938,0.537534,0.522788,0.544236,0.536193,0.541555,0.544236,0.540214,0.544236,0.529491,0.666220,0.000000,0.735925,0.664879,0.518767,0.672922,0.479893,0.486595,0.497319,0.664879,0.663539,0.667135,0.675603,0.495979,0.741287,0.449062,0.510724,0.450402,0.731903,0.495979,0.449454,0.496599,0.487145,0.509383,0.458221,0.454424,0.264075,0.436070,0.486523,0.465147,0.496644,0.455764,0.672922,0.542895,0.474531,0.447721,0.458445,0.473190,0.487179,0.497987,0.487936,0.487936,0.410000
ADM52140,0.719212,0.482988,0.095547,0.753953,0.521628,0.572344,0.730435,0.523451,0.728346,0.755328,0.742800,0.726096,0.714004,0.735151,0.778761,0.750988,0.348739,0.740000,0.394608,0.024116,0.052419,0.467213,0.464754,0.543443,0.731463,0.483923,0.543118,0.755464,0.759234,0.568021,0.746747,0.719212,0.745387,0.736473,0.748806,0.714427,0.725962,0.025920,0.728062,0.738544,0.737548,0.744852,0.542091,0.737817,0.714286,0.726462,0.274494,0.719764,0.731343,0.741362,0.714709,0.585319,0.744807,0.741362,0.231511,0.438165,0.538585,0.750242,0.723633,0.720160,0.731732,0.747297,0.234300,0.055645,0.693978,0.672459,0.724204,0.730426,0.740437,0.737103,0.732465,0.729126,0.740631,0.732090,0.342466,0.476688,0.576961,0.227569,0.542662,0.545228,0.576471,0.723404,0.692810,0.729492,0.757212,0.536746,0.729620,0.740642,0.732543,0.728246,0.739015,0.739305,0.750000,0.742972,0.732713,0.735020,0.732357,0.735020,0.750309,0.735648,0.752688,0.735925,0.000000,0.706478,0.741968,0.731865,0.750330,0.744709,0.750978,0.744430,0.749672,0.741573,0.757576,0.719101,0.327002,0.734396,0.707293,0.730348,0.457752,0.690763,0.744536,0.722449,0.745602,0.720253,0.741240,0.726064,0.744430,0.749664,0.729111,0.748387,0.724832,0.700888,0.726675,0.732357,0.735724,0.724734,0.696335,0.727154,0.739541,0.735570,0.739653,0.731383,0.675000
BAI22795,0.653846,0.704453,0.716599,0.680162,0.716599,0.693320,0.495951,0.712551,0.679150,0.538462,0.633603,0.663968,0.714575,0.659919,0.518219,0.669028,0.694332,0.682186,0.718623,0.709514,0.707490,0.709514,0.702429,0.715587,0.724696,0.714575,0.718623,0.693989,0.697674,0.707490,0.705466,0.657895,0.632591,0.700405,0.686235,0.723684,0.486842,0.706478,0.484818,0.663073,0.500000,0.483806,0.724696,0.710526,0.661943,0.678138,0.706478,0.711538,0.660931,0.663968,0.716599,0.731781,0.667004,0.672065,0.705466,0.700405,0.701417,0.636640,0.511134,0.709514,0.710526,0.741892,0.701417,0.710526,0.667004,0.696356,0.497976,0.677126,0.487854,0.682186,0.669028,0.456478,0.568826,0.710526,0.689271,0.699393,0.719636,0.703441,0.717611,0.719636,0.744939,0.056680,0.675817,0.510121,0.633413,0.711538,0.673913,0.671123,0.483531,0.508701,0.668442,0.663102,0.675134,0.661312,0.659574,0.665779,0.659121,0.657790,0.690977,0.663551,0.622461,0.664879,0.706478,0.000000,0.735830,0.477979,0.656539,0.727513,0.691004,0.505898,0.509830,0.519663,0.609307,0.721598,0.699393,0.665339,0.722672,0.661943,0.709514,0.690763,0.739071,0.654422,0.744249,0.679747,0.659030,0.659574,0.671035,0.728129,0.741240,0.683871,0.659060,0.660931,0.477004,0.663116,0.682603,0.663564,0.668848,0.661880,0.669366,0.739597,0.675567,0.662234,0.630000
AAM62282,0.556225,0.730924,0.737952,0.675703,0.727912,0.719880,0.717871,0.741968,0.580321,0.722892,0.668675,0.500000,0.464859,0.473896,0.711847,0.691767,0.735944,0.365462,0.745984,0.741968,0.742972,0.729920,0.730924,0.748996,0.505020,0.748996,0.734940,0.214481,0.221614,0.697791,0.212851,0.556225,0.697791,0.267068,0.680723,0.433735,0.681727,0.726908,0.683735,0.504043,0.707831,0.728916,0.714859,0.509036,0.422691,0.443775,0.723896,0.456827,0.442771,0.689759,0.461847,0.727912,0.679719,0.688755,0.736948,0.737952,0.730924,0.689759,0.715863,0.497992,0.504016,0.513514,0.734940,0.739960,0.452811,0.714859,0.708835,0.463855,0.712851,0.398594,0.414659,0.728916,0.680723,0.505020,0.736948,0.735944,0.741968,0.737952,0.739960,0.752008,0.741968,0.718876,0.499346,0.710843,0.699519,0.730924,0.445652,0.538770,0.700922,0.713521,0.603196,0.590909,0.584225,0.552878,0.585106,0.588549,0.589880,0.585885,0.630408,0.558077,0.695341,0.518767,0.741968,0.735830,0.000000,0.712435,0.480845,0.551587,0.537158,0.735256,0.726081,0.695225,0.770563,0.528090,0.732932,0.492696,0.505020,0.434739,0.745984,0.492637,0.486339,0.530612,0.506089,0.486076,0.471698,0.507979,0.525557,0.436070,0.428571,0.536774,0.516779,0.455823,0.756899,0.589880,0.491368,0.468085,0.534031,0.518277,0.522267,0.531544,0.526035,0.518617,0.420000
ADE62355,0.665803,0.744819,0.747409,0.604922,0.722798,0.703368,0.519430,0.750000,0.674870,0.419689,0.615285,0.689119,0.699482,0.667098,0.537565,0.595855,0.730570,0.696891,0.747409,0.737047,0.739637,0.715026,0.722798,0.725389,0.683938,0.726684,0.738342,0.702186,0.703146,0.707254,0.721503,0.668394,0.655440,0.709845,0.628238,0.700777,0.525907,0.734456,0.525907,0.671159,0.336788,0.544041,0.711140,0.678756,0.693005,0.680052,0.744819,0.693005,0.693005,0.595855,0.702073,0.707254,0.595855,0.603627,0.748705,0.712435,0.731865,0.641192,0.492228,0.667098,0.683938,0.701351,0.731865,0.739637,0.668394,0.715026,0.503886,0.683938,0.379534,0.716321,0.682642,0.532383,0.573834,0.669689,0.733161,0.718912,0.713731,0.735751,0.720207,0.742228,0.752591,0.480570,0.698039,0.503886,0.637306,0.731865,0.722826,0.681818,0.513834,0.476573,0.668442,0.651070,0.656417,0.662651,0.658245,0.665779,0.659121,0.657790,0.674870,0.658211,0.639896,0.672922,0.731865,0.477979,0.712435,0.000000,0.722589,0.665344,0.672751,0.325033,0.315858,0.515449,0.506477,0.682642,0.738342,0.671979,0.685233,0.690415,0.731865,0.677376,0.680328,0.657143,0.664411,0.694301,0.684636,0.666223,0.678899,0.685061,0.702156,0.691710,0.660403,0.668394,0.521682,0.663116,0.695883,0.666223,0.681937,0.677546,0.676113,0.679195,0.670227,0.680851,0.621667
