species,QCH41361__MK643151.1,QCE20585__MH340498.1,QBO56618__MK543949.1,YP_009552708__MF998085,QAY29280__MH614323.1,AZU96659__MK182384.1,Q90054__undef,O71153__undef,Q90185__undef,P27454__undef,AIU96359__KF907321.1,AYH52678__MH550148.1,AXQ04869__MH188047.1,AXQ04865__MH188046.1,AXQ04862__MH188045.1,AXQ04855__MH188043.1,AXQ04852__MH188042.1,YP_009362129__FJ040397,NP_542609__AY033435,AXL93742__MF673888.1,YP_009310053__KU727766,YP_009256211__KX165268,YP_009134732__KP410261,YP_009021036__KF963252,YP_008766862__KC991097,YP_008658568__KF275669,YP_007003823__JX645046,YP_006589928__JX110122,YP_006576512__JX020762,YP_004678720__HQ613271,YP_004222723__GU452720,YP_003572961__AF218266,YP_002887625__FJ810126,YP_002854229__FJ360744,YP_002308470__FJ410797,YP_002265406__EU233812,YP_271915__DQ002873,YP_227600__AX344110,YP_164339__AY665654,NP_958099__AY461507,NP_899650__L32896,NP_874381__AY189948,NP_694838__AF375296,NP_694843__AY032882,NP_694834__AB042597,NP_051020__AF192260,AWV66983__MG693113.1,AWV66980__MG693112.1,AWV66978__MG693111.1,AWV66976__MG693110.1,AWV66973__MG693109.1,AWS20449__MF083940.1,P05840__undef,AWA28230__MG963176.1,AVM80379__MF094135.1,AOS51057__KT962050.1,ARI46485__KY548841.1,ARI46481__KY548840.1,ASU47551__KX774632.1,ASM93489__KY214444.1,ARV85915__KX145610.1,ARV85890__KX145609.1,ARV85889__KX145609.1,ARV85888__KX145609.1,ARV85887__KX145609.1,ARV85886__KX145609.1,AIQ82699__KM052275.1,AQN78650__KX648536.1,AQN78648__KX648535.1,APA19411__KX603698.1,ANG55949__KX035107.1,AAR11281__AY355306.1,ANN89695__KU373072.1,AND61496__KU215794.1,AAM28234__AY102034.1,ALS03998__KT316253.1,ALS03995__KT316252.1,ALS03992__KT316251.1,ALS03989__KT316250.1,ALS03986__KT316249.1,ALS03967__KT316259.1,ALS03963__KT316257.1,ALS03957__KT316255.1,ALS03954__KT316254.1,ALS03905__KT316245.1,ALS03902__KT316244.1,ALL74042__KT239104.1,ALK24441__KR492913.1,ALK24438__KR492912.1,ALK24429__KR492909.1,ALE60551__KP733862.1,ALE60548__KP733861.1,ALE60546__KP733860.1,ALE60543__KP733859.1,ALE60540__KP733858.1,ALE60537__KP733857.1,AKE98354__KM272863.1,AJD76763__KM593913.1,AJI02597__KM975734.1,AIT71975__KM576800.1,AIY34702__KM485614.1,AIJ28503__KJ830753.1,AIJ19291__KJ862253.1,ADB12609__GQ475529.1,AAM93906__AY124937.1,AAG10007__AF273215.1,AGW23423__KF214742.1,AGO32215__KF015280.1,AGO32210__KF015279.1,AGO32205__KF015278.1,AGO32190__KF015275.1,AFK91980__JQ894784.1,AFH02761__JN857346.1,AFC75858__JQ320376.1,AEV46269__JN377975.1,AFA36168__JN616415.1,ADK63426__GU371276.1,AAR15382__AY362548.1,AAR15379__AY362547.1,AAR11285__AY355307.1,ABU95011__EF579771.1,ABU94996__EF579766.1,ABU94990__EF579764.1,ABU94987__EF579763.1,ABU94984__EF579762.1,ABU94966__EF579756.1,ABR23509__EF633688.1,AAM28943__AY095351.2,ACS70953__FJ805445.1,AAP78907__AY310877.1,AAN41665__AY148187.1,AAT35223__AY605055.1,ACG50803__EU851411.1,ACV52075__GQ411199.1
AIY34702__KM485614.1,0.881905,0.904762,0.897143,0.891429,0.880460,0.822857,0.897143,0.881905,0.817143,0.826667,0.009524,0.817143,0.836190,0.822857,0.822857,0.878220,0.824762,0.891429,0.900952,0.834286,0.893333,0.878095,0.893333,0.895238,0.899048,0.896970,0.897143,0.891429,0.891429,0.887619,0.824762,0.003810,0.899048,0.824762,0.891429,0.824762,0.887619,0.904762,0.893333,0.891429,0.887619,0.902857,0.887619,0.893333,0.902857,0.906667,0.888646,0.887850,0.872381,0.872381,0.897143,0.895238,0.896703,0.891429,0.824762,0.053333,0.891429,0.897143,0.891429,0.898947,0.904762,0.897143,0.897143,0.899048,0.895238,0.895238,0.895238,0.895238,0.891429,0.824762,0.899048,0.005714,0.005714,0.032407,0.047619,0.011429,0.017143,0.020952,0.028571,0.026667,0.055238,0.047619,0.009524,0.015238,0.889524,0.887619,0.889524,0.887619,0.885714,0.885714,0.017143,0.009524,0.007619,0.011429,0.049524,0.045714,0.007619,0.171306,0.826667,0.881905,0.000000,0.003810,0.007619,0.034286,0.089524,0.007619,0.020952,0.904762,0.904762,0.904762,0.904762,0.897143,0.898256,0.895238,0.011429,0.356643,0.885714,0.005714,0.041905,0.043810,0.822857,0.824762,0.824762,0.822857,0.822857,0.822857,0.007619,0.822857,0.820952,0.819048,0.897143,0.817143,0.891429,0.049524
AIJ28503__KJ830753.1,0.870458,0.895131,0.895028,0.880719,0.875862,0.816817,0.880734,0.877064,0.810811,0.819820,0.009009,0.810811,0.808374,0.816817,0.816817,0.878220,0.819820,0.906907,0.884384,0.826807,0.870544,0.869369,0.868739,0.878378,0.898551,0.888889,0.879061,0.885886,0.891892,0.885886,0.819820,0.001502,0.863139,0.818318,0.871750,0.818318,0.868739,0.871528,0.873874,0.873394,0.865809,0.869811,0.896396,0.894366,0.882883,0.871747,0.838428,0.841121,0.873874,0.873874,0.877850,0.900800,0.890110,0.894895,0.812312,0.039157,0.886792,0.887097,0.883562,0.858947,0.875000,0.891892,0.899399,0.903904,0.877342,0.897345,0.876106,0.874564,0.871252,0.816817,0.873239,0.003003,0.003003,0.027778,0.037538,0.007508,0.012012,0.015015,0.021021,0.019520,0.043544,0.037538,0.006006,0.013514,0.868512,0.868512,0.885886,0.868512,0.865052,0.866782,0.013514,0.006006,0.006006,0.009009,0.039039,0.036036,0.006006,0.167024,0.818318,0.887387,0.003810,0.000000,0.004505,0.030030,0.079580,0.006006,0.016517,0.871528,0.876736,0.873264,0.876736,0.875229,0.854651,0.868668,0.007508,0.069930,0.865052,0.003003,0.033033,0.034535,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.004505,0.816817,0.815315,0.810811,0.887387,0.810811,0.905405,0.082583
AIJ19291__KJ862253.1,0.870458,0.887640,0.896869,0.895425,0.878161,0.816817,0.875229,0.875229,0.809309,0.818318,0.010511,0.809309,0.806763,0.816817,0.816817,0.878220,0.819820,0.900901,0.884384,0.825301,0.870544,0.869369,0.868739,0.879880,0.893116,0.888889,0.879061,0.884384,0.891892,0.885886,0.819820,0.003003,0.868613,0.818318,0.871750,0.818318,0.868739,0.875000,0.872372,0.873394,0.865809,0.871698,0.896396,0.897887,0.882883,0.871747,0.840611,0.847352,0.873874,0.873874,0.879479,0.875200,0.887912,0.894895,0.813814,0.037651,0.886792,0.885305,0.883562,0.861053,0.875000,0.899399,0.899399,0.903904,0.877342,0.897345,0.876106,0.874564,0.880071,0.813814,0.875000,0.004505,0.004505,0.025463,0.036036,0.009009,0.013514,0.013514,0.019520,0.018018,0.042042,0.036036,0.007508,0.015015,0.868512,0.866782,0.885886,0.868512,0.865052,0.866782,0.015015,0.007508,0.007508,0.010511,0.037538,0.034535,0.007508,0.169165,0.815315,0.887387,0.007619,0.004505,0.000000,0.028529,0.081081,0.007508,0.015015,0.875000,0.876736,0.876736,0.876736,0.875229,0.854651,0.868668,0.009009,0.069930,0.863322,0.004505,0.031532,0.033033,0.815315,0.815315,0.815315,0.815315,0.815315,0.816817,0.006006,0.813814,0.813814,0.809309,0.887387,0.809309,0.902402,0.081081
ADB12609__GQ475529.1,0.870458,0.867041,0.896869,0.888889,0.868966,0.816817,0.880734,0.869725,0.812312,0.816817,0.036036,0.812312,0.808374,0.816817,0.816817,0.880562,0.819820,0.887387,0.884384,0.823795,0.868668,0.866366,0.867012,0.876877,0.880435,0.882828,0.875451,0.870871,0.888889,0.885886,0.818318,0.028529,0.863139,0.819820,0.870017,0.818318,0.868739,0.864583,0.875375,0.873394,0.869485,0.869811,0.894895,0.892606,0.876877,0.873606,0.836245,0.844237,0.872372,0.872372,0.876221,0.875200,0.881319,0.891892,0.815315,0.040663,0.885077,0.881720,0.881849,0.856842,0.873264,0.896396,0.902402,0.905405,0.896082,0.893805,0.874336,0.869338,0.876543,0.815315,0.873239,0.030030,0.027027,0.018519,0.039039,0.025526,0.024024,0.019520,0.022523,0.021021,0.045045,0.039039,0.033033,0.040541,0.870242,0.868512,0.885886,0.870242,0.866782,0.868512,0.040541,0.031532,0.033033,0.036036,0.040541,0.037538,0.033033,0.179872,0.816817,0.888889,0.034286,0.030030,0.028529,0.000000,0.078078,0.030030,0.043544,0.876736,0.875000,0.878472,0.878472,0.873394,0.845930,0.868668,0.034535,0.072261,0.866782,0.030030,0.033033,0.036036,0.815315,0.815315,0.815315,0.815315,0.815315,0.816817,0.031532,0.815315,0.813814,0.815315,0.888889,0.812312,0.881381,0.082583
AAM93906__AY124937.1,0.875197,0.867041,0.887661,0.898693,0.868966,0.821321,0.873394,0.871560,0.803303,0.813814,0.085586,0.806306,0.806763,0.818318,0.818318,0.875878,0.821321,0.885886,0.878378,0.829819,0.870544,0.867868,0.879102,0.885886,0.900362,0.878788,0.875451,0.884384,0.887387,0.890390,0.813814,0.078078,0.866788,0.822823,0.875217,0.822823,0.873921,0.873264,0.870871,0.878899,0.873162,0.867925,0.893393,0.889085,0.878378,0.869888,0.847162,0.841121,0.872372,0.872372,0.879479,0.872000,0.872527,0.891892,0.818318,0.087349,0.881647,0.860215,0.880137,0.858947,0.873264,0.900901,0.896396,0.905405,0.877342,0.890265,0.892035,0.860627,0.874780,0.822823,0.867958,0.079580,0.079580,0.083333,0.085586,0.075075,0.073574,0.076577,0.078078,0.073574,0.087087,0.085586,0.082583,0.087087,0.866782,0.866782,0.891892,0.866782,0.865052,0.866782,0.090090,0.081081,0.082583,0.085586,0.085586,0.084084,0.082583,0.177730,0.816817,0.888889,0.089524,0.079580,0.081081,0.078078,0.000000,0.078078,0.091592,0.873264,0.875000,0.875000,0.875000,0.877064,0.845930,0.866792,0.084084,0.095571,0.863322,0.079580,0.082583,0.082583,0.821321,0.821321,0.821321,0.821321,0.821321,0.821321,0.081081,0.818318,0.819820,0.806306,0.890390,0.806306,0.905405,0.130631
AAG10007__AF273215.1,0.870458,0.870787,0.898711,0.895425,0.880460,0.830729,0.880734,0.864220,0.820312,0.825521,0.012012,0.822917,0.806763,0.830729,0.830729,0.878220,0.830729,0.881690,0.883289,0.825301,0.870544,0.868925,0.867012,0.880319,0.898551,0.892929,0.875451,0.890789,0.877822,0.884903,0.824219,0.004505,0.864964,0.829427,0.868284,0.832031,0.868739,0.871528,0.878906,0.873394,0.865809,0.869811,0.899070,0.894366,0.883289,0.871747,0.838428,0.841121,0.873323,0.873134,0.872964,0.897600,0.890110,0.900398,0.830729,0.037651,0.871355,0.869176,0.881849,0.865263,0.871528,0.901070,0.907967,0.894591,0.880750,0.899115,0.872566,0.869338,0.876543,0.829427,0.873239,0.006006,0.006006,0.032407,0.036036,0.010511,0.012012,0.015015,0.021021,0.019520,0.041667,0.036036,0.009009,0.016517,0.865052,0.858131,0.893229,0.868512,0.863322,0.865052,0.016517,0.009009,0.009009,0.012012,0.037538,0.034535,0.009009,0.169165,0.828125,0.894667,0.007619,0.006006,0.007508,0.030030,0.078078,0.000000,0.019520,0.871528,0.873264,0.873264,0.873264,0.873394,0.845930,0.868668,0.010511,0.074592,0.863322,0.006006,0.031532,0.033033,0.830729,0.829427,0.830729,0.830729,0.830729,0.830729,0.007508,0.833333,0.829427,0.822917,0.885387,0.824219,0.878873,0.081081
AGW23423__KF214742.1,0.875197,0.870787,0.900552,0.895425,0.875862,0.816817,0.878899,0.877064,0.812312,0.819820,0.019520,0.812312,0.816425,0.818318,0.818318,0.880562,0.821321,0.909910,0.885886,0.826807,0.870544,0.869369,0.872193,0.881381,0.893116,0.892929,0.884477,0.884384,0.893393,0.885886,0.821321,0.015015,0.864964,0.818318,0.868284,0.818318,0.870466,0.876736,0.872372,0.875229,0.869485,0.871698,0.893393,0.899648,0.884384,0.873606,0.842795,0.847352,0.876877,0.876877,0.879479,0.875200,0.881319,0.894895,0.816817,0.052711,0.881647,0.885305,0.878425,0.865263,0.876736,0.891892,0.900901,0.897898,0.885860,0.899115,0.892035,0.876307,0.874780,0.815315,0.875000,0.016517,0.016517,0.046296,0.051051,0.021021,0.025526,0.028529,0.033033,0.033033,0.057057,0.051051,0.016517,0.027027,0.871972,0.870242,0.887387,0.871972,0.865052,0.866782,0.024024,0.016517,0.013514,0.019520,0.052553,0.049550,0.019520,0.182013,0.818318,0.885886,0.020952,0.016517,0.015015,0.043544,0.091592,0.019520,0.000000,0.876736,0.878472,0.878472,0.878472,0.873394,0.851744,0.868668,0.021021,0.079254,0.865052,0.016517,0.046547,0.048048,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.018018,0.819820,0.815315,0.812312,0.885886,0.812312,0.882883,0.096096
AGO32215__KF015280.1,0.857639,0.838951,0.837937,0.812500,0.864368,0.894097,0.759633,0.765138,0.888889,0.895833,0.869792,0.887153,0.888889,0.897569,0.897569,0.852459,0.892361,0.833333,0.850694,0.895833,0.810507,0.803819,0.793403,0.850694,0.599638,0.844444,0.768953,0.845486,0.840278,0.842014,0.895833,0.871528,0.766423,0.895833,0.901042,0.899306,0.881944,0.005208,0.843750,0.761468,0.770221,0.809434,0.852431,0.647887,0.850694,0.775093,0.844978,0.791277,0.873264,0.873264,0.861111,0.812500,0.885714,0.857639,0.888889,0.875000,0.819444,0.788530,0.835069,0.829474,0.001736,0.654514,0.656250,0.656250,0.654514,0.644248,0.810619,0.853659,0.807760,0.894097,0.839789,0.875000,0.875000,0.895833,0.875000,0.866319,0.868056,0.871528,0.869792,0.871528,0.871528,0.871528,0.876736,0.875000,0.885417,0.880208,0.840278,0.885417,0.890625,0.883681,0.871528,0.871528,0.873264,0.871528,0.875000,0.871528,0.871528,0.895075,0.899306,0.848958,0.904762,0.871528,0.875000,0.876736,0.873264,0.871528,0.876736,0.000000,0.001736,0.003472,0.005208,0.757798,0.758721,0.814259,0.875000,0.869464,0.901042,0.875000,0.871528,0.871528,0.899306,0.897569,0.899306,0.897569,0.897569,0.901042,0.875000,0.897569,0.897569,0.892361,0.842014,0.887153,0.838542,0.878472
AGO32210__KF015279.1,0.857639,0.838951,0.837937,0.812500,0.864368,0.901042,0.759633,0.765138,0.888889,0.895833,0.869792,0.887153,0.888889,0.897569,0.897569,0.852459,0.892361,0.833333,0.850694,0.895833,0.810507,0.805556,0.791667,0.842014,0.599638,0.844444,0.768953,0.848958,0.840278,0.842014,0.895833,0.876736,0.766423,0.895833,0.901042,0.899306,0.881944,0.006944,0.843750,0.761468,0.770221,0.809434,0.852431,0.647887,0.852431,0.775093,0.844978,0.791277,0.873264,0.873264,0.861111,0.812500,0.885714,0.857639,0.885417,0.876736,0.819444,0.788530,0.835069,0.829474,0.003472,0.654514,0.656250,0.656250,0.654514,0.644248,0.821239,0.853659,0.807760,0.894097,0.839789,0.876736,0.876736,0.895833,0.876736,0.868056,0.869792,0.869792,0.873264,0.869792,0.873264,0.876736,0.878472,0.876736,0.885417,0.880208,0.840278,0.890625,0.883681,0.883681,0.873264,0.876736,0.875000,0.873264,0.876736,0.873264,0.873264,0.895075,0.901042,0.848958,0.904762,0.876736,0.876736,0.875000,0.875000,0.873264,0.878472,0.001736,0.000000,0.001736,0.003472,0.757798,0.755814,0.814259,0.873264,0.871795,0.901042,0.876736,0.869792,0.869792,0.899306,0.897569,0.897569,0.897569,0.897569,0.901042,0.876736,0.895833,0.897569,0.892361,0.838542,0.888889,0.838542,0.878472
AGO32205__KF015278.1,0.857639,0.838951,0.837937,0.812500,0.864368,0.897569,0.759633,0.765138,0.888889,0.895833,0.869792,0.887153,0.888889,0.897569,0.894097,0.852459,0.897569,0.833333,0.850694,0.895833,0.810507,0.805556,0.791667,0.850694,0.597826,0.844444,0.768953,0.848958,0.840278,0.842014,0.895833,0.873264,0.768248,0.895833,0.901042,0.899306,0.881944,0.005208,0.843750,0.761468,0.770221,0.809434,0.852431,0.647887,0.850694,0.775093,0.844978,0.791277,0.868056,0.873264,0.861111,0.814236,0.885714,0.857639,0.887153,0.876736,0.819444,0.788530,0.833333,0.829474,0.001736,0.654514,0.656250,0.656250,0.654514,0.644248,0.810619,0.853659,0.807760,0.894097,0.839789,0.873264,0.876736,0.895833,0.876736,0.868056,0.871528,0.869792,0.873264,0.869792,0.876736,0.876736,0.873264,0.876736,0.885417,0.880208,0.840278,0.890625,0.890625,0.883681,0.878472,0.876736,0.876736,0.873264,0.876736,0.869792,0.873264,0.895075,0.897569,0.848958,0.904762,0.873264,0.876736,0.878472,0.875000,0.873264,0.878472,0.003472,0.001736,0.000000,0.001736,0.757798,0.755814,0.814259,0.876736,0.871795,0.901042,0.875000,0.869792,0.876736,0.899306,0.897569,0.897569,0.897569,0.897569,0.901042,0.876736,0.897569,0.897569,0.892361,0.840278,0.887153,0.838542,0.878472
AGO32190__KF015275.1,0.857639,0.838951,0.837937,0.814236,0.868966,0.897569,0.759633,0.765138,0.888889,0.894097,0.871528,0.887153,0.888889,0.897569,0.894097,0.852459,0.897569,0.833333,0.852431,0.895833,0.810507,0.805556,0.793403,0.850694,0.597826,0.846465,0.768953,0.845486,0.840278,0.843750,0.894097,0.876736,0.768248,0.895833,0.901042,0.899306,0.883681,0.006944,0.852431,0.761468,0.770221,0.809434,0.852431,0.647887,0.852431,0.776952,0.844978,0.791277,0.875000,0.875000,0.861111,0.812500,0.885714,0.857639,0.887153,0.876736,0.819444,0.788530,0.833333,0.829474,0.003472,0.654514,0.656250,0.656250,0.654514,0.644248,0.821239,0.853659,0.807760,0.892361,0.839789,0.876736,0.876736,0.895833,0.873264,0.868056,0.868056,0.869792,0.873264,0.869792,0.873264,0.876736,0.878472,0.873264,0.885417,0.881944,0.840278,0.885417,0.890625,0.883681,0.873264,0.871528,0.876736,0.876736,0.876736,0.869792,0.873264,0.892934,0.897569,0.850694,0.904762,0.876736,0.876736,0.878472,0.875000,0.873264,0.878472,0.005208,0.003472,0.001736,0.000000,0.757798,0.755814,0.814259,0.876736,0.871795,0.901042,0.876736,0.869792,0.873264,0.899306,0.897569,0.897569,0.899306,0.897569,0.897569,0.876736,0.897569,0.897569,0.892361,0.840278,0.887153,0.838542,0.878472
AFK91980__JQ894784.1,0.792661,0.827715,0.799263,0.785321,0.866667,0.891743,0.115596,0.121101,0.888073,0.889908,0.875229,0.889908,0.888073,0.893578,0.893578,0.791569,0.897248,0.757798,0.805505,0.891743,0.754221,0.755963,0.719266,0.811009,0.770642,0.836364,0.122936,0.823853,0.814679,0.787156,0.899083,0.875229,0.530275,0.891743,0.900917,0.891743,0.893578,0.757798,0.788991,0.097248,0.130515,0.739623,0.807339,0.785321,0.805505,0.724907,0.842795,0.679128,0.856881,0.856881,0.816514,0.759633,0.898901,0.827523,0.873394,0.873394,0.757798,0.730275,0.809174,0.776842,0.757798,0.785321,0.785321,0.783486,0.785321,0.787156,0.735780,0.809174,0.649541,0.899083,0.788991,0.875229,0.875229,0.893519,0.873394,0.875229,0.875229,0.873394,0.871560,0.873394,0.875229,0.875229,0.877064,0.878899,0.904587,0.891743,0.761468,0.899083,0.904587,0.899083,0.875229,0.875229,0.875229,0.873394,0.873394,0.873394,0.871560,0.882227,0.893578,0.818349,0.897143,0.875229,0.875229,0.873394,0.877064,0.873394,0.873394,0.757798,0.757798,0.757798,0.757798,0.000000,0.607558,0.757974,0.875229,0.874126,0.897248,0.875229,0.873394,0.873394,0.891743,0.888073,0.884404,0.891743,0.886239,0.891743,0.875229,0.889908,0.886239,0.884404,0.768807,0.888073,0.759633,0.873394
AFH02761__JN857346.1,0.758721,0.752907,0.790698,0.750000,0.883721,0.837209,0.590116,0.595930,0.848837,0.857558,0.851744,0.857558,0.863372,0.840116,0.840116,0.831395,0.837209,0.706395,0.773256,0.857558,0.709302,0.758721,0.677326,0.776163,0.747093,0.813953,0.590116,0.779070,0.776163,0.781977,0.857558,0.854651,0.607558,0.831395,0.872093,0.840116,0.877907,0.787791,0.764535,0.587209,0.590116,0.712209,0.776163,0.741279,0.773256,0.680233,0.808140,0.700935,0.860465,0.860465,0.796512,0.750000,0.892442,0.779070,0.854651,0.848837,0.752907,0.683140,0.784884,0.767442,0.758721,0.741279,0.741279,0.741279,0.741279,0.741279,0.691860,0.781977,0.616279,0.840116,0.758721,0.854651,0.854651,0.904070,0.848837,0.854651,0.854651,0.854651,0.845930,0.848837,0.843023,0.848837,0.854651,0.857558,0.872093,0.875000,0.735465,0.883721,0.875000,0.880814,0.851744,0.857558,0.851744,0.851744,0.848837,0.848837,0.854651,0.901163,0.857558,0.781977,0.898256,0.854651,0.854651,0.845930,0.845930,0.845930,0.851744,0.758721,0.755814,0.755814,0.755814,0.607558,0.000000,0.709302,0.851744,0.851744,0.883721,0.851744,0.854651,0.848837,0.837209,0.837209,0.840116,0.837209,0.837209,0.837209,0.851744,0.845930,0.837209,0.863372,0.729651,0.863372,0.706395,0.851744
AFC75858__JQ320376.1,0.786116,0.797373,0.795497,0.791745,0.871264,0.894934,0.733583,0.729831,0.896811,0.889306,0.868668,0.900563,0.902439,0.894934,0.893058,0.194379,0.885553,0.774859,0.776735,0.891182,0.013133,0.772983,0.716698,0.771107,0.827392,0.832323,0.733583,0.778612,0.776735,0.761726,0.893058,0.868668,0.763602,0.889306,0.900563,0.891182,0.893058,0.814259,0.765478,0.733583,0.726079,0.428302,0.771107,0.808630,0.776735,0.724203,0.836245,0.725857,0.842402,0.842402,0.840525,0.752345,0.892308,0.780488,0.896811,0.868668,0.759850,0.729831,0.818011,0.797895,0.814259,0.810507,0.808630,0.812383,0.810507,0.808630,0.720450,0.801126,0.756098,0.891182,0.793621,0.868668,0.870544,0.891204,0.866792,0.868668,0.868668,0.868668,0.868668,0.868668,0.870544,0.872420,0.870544,0.866792,0.898687,0.885553,0.784240,0.896811,0.896811,0.898687,0.868668,0.868668,0.868668,0.868668,0.868668,0.868668,0.868668,0.888651,0.885553,0.774859,0.895238,0.868668,0.868668,0.868668,0.866792,0.868668,0.868668,0.814259,0.814259,0.814259,0.814259,0.757974,0.709302,0.000000,0.870544,0.871795,0.894934,0.870544,0.868668,0.868668,0.896811,0.894934,0.887430,0.896811,0.896811,0.894934,0.868668,0.896811,0.896811,0.902439,0.782364,0.896811,0.774859,0.872420
AEV46269__JN377975.1,0.870458,0.874532,0.893186,0.880719,0.875862,0.816817,0.878899,0.869725,0.810811,0.819820,0.013514,0.810811,0.809984,0.816817,0.816817,0.880562,0.819820,0.879880,0.884384,0.826807,0.872420,0.867868,0.870466,0.878378,0.884058,0.886869,0.877256,0.885886,0.893393,0.885886,0.819820,0.006006,0.863139,0.819820,0.870017,0.819820,0.870466,0.871528,0.876877,0.873394,0.865809,0.871698,0.896396,0.890845,0.882883,0.866171,0.836245,0.850467,0.875375,0.875375,0.877850,0.875200,0.892308,0.896396,0.816817,0.043675,0.885077,0.887097,0.883562,0.863158,0.871528,0.893393,0.899399,0.902402,0.877342,0.892035,0.879646,0.869338,0.881834,0.815315,0.873239,0.007508,0.007508,0.037037,0.042042,0.012012,0.016517,0.019520,0.025526,0.024024,0.048048,0.042042,0.010511,0.018018,0.868512,0.868512,0.887387,0.866782,0.865052,0.866782,0.018018,0.010511,0.010511,0.013514,0.043544,0.040541,0.010511,0.171306,0.816817,0.885886,0.011429,0.007508,0.009009,0.034535,0.084084,0.010511,0.021021,0.875000,0.873264,0.876736,0.876736,0.875229,0.851744,0.870544,0.000000,0.072261,0.865052,0.007508,0.037538,0.039039,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.009009,0.819820,0.815315,0.810811,0.902402,0.807808,0.884384,0.087087
AFA36168__JN616415.1,0.862471,0.895105,0.904429,0.890443,0.897436,0.771562,0.874126,0.874126,0.757576,0.771562,0.076923,0.757576,0.759907,0.771562,0.771562,0.906323,0.778555,0.855478,0.876457,0.773893,0.871795,0.855478,0.867133,0.855478,0.876457,0.888112,0.874126,0.867133,0.857809,0.874126,0.771562,0.067599,0.869464,0.773893,0.862471,0.773893,0.862471,0.869464,0.862471,0.876457,0.883450,0.871795,0.864802,0.876457,0.874126,0.871795,0.839161,0.850467,0.862471,0.862471,0.857809,0.860140,0.892774,0.862471,0.778555,0.065268,0.888112,0.867133,0.874126,0.871795,0.869464,0.895105,0.897436,0.888112,0.878788,0.878788,0.876457,0.869464,0.864802,0.771562,0.864802,0.069930,0.067599,0.522145,0.062937,0.067599,0.067599,0.067599,0.067599,0.069930,0.062937,0.062937,0.074592,0.079254,0.857809,0.857809,0.871795,0.855478,0.855478,0.860140,0.074592,0.072261,0.069930,0.074592,0.062937,0.062937,0.069930,0.601399,0.773893,0.871795,0.356643,0.069930,0.069930,0.072261,0.095571,0.074592,0.079254,0.869464,0.871795,0.871795,0.871795,0.874126,0.851744,0.871795,0.072261,0.000000,0.857809,0.069930,0.065268,0.062937,0.771562,0.771562,0.776224,0.771562,0.771562,0.771562,0.072261,0.769231,0.771562,0.762238,0.871795,0.759907,0.855478,0.123543
ADK63426__GU371276.1,0.899654,0.883895,0.885820,0.911765,0.887356,0.877163,0.895413,0.895413,0.896194,0.878893,0.863322,0.892734,0.892734,0.882353,0.882353,0.901639,0.885813,0.870242,0.904844,0.892734,0.894934,0.885813,0.891003,0.903114,0.889493,0.894949,0.902527,0.897924,0.901384,0.894464,0.880623,0.865052,0.892336,0.892734,0.074523,0.878893,0.081315,0.901042,0.889273,0.897248,0.904412,0.877358,0.897924,0.876761,0.903114,0.908922,0.886463,0.862928,0.901384,0.901384,0.903114,0.880623,0.901099,0.897924,0.875433,0.866782,0.894464,0.896057,0.908304,0.875789,0.901042,0.882353,0.889273,0.887543,0.877163,0.876106,0.888496,0.905923,0.888889,0.880623,0.906690,0.863322,0.865052,0.907407,0.866782,0.863322,0.866782,0.866782,0.866782,0.866782,0.859862,0.866782,0.865052,0.865052,0.055363,0.081315,0.906574,0.051903,0.017301,0.017301,0.866782,0.863322,0.865052,0.865052,0.866782,0.866782,0.863322,0.901499,0.884083,0.892734,0.885714,0.865052,0.863322,0.866782,0.863322,0.863322,0.865052,0.901042,0.901042,0.901042,0.901042,0.897248,0.883721,0.894934,0.865052,0.857809,0.000000,0.863322,0.870242,0.866782,0.877163,0.877163,0.880623,0.878893,0.878893,0.877163,0.863322,0.877163,0.875433,0.892734,0.892734,0.892734,0.868512,0.868512
AAR15382__AY362548.1,0.870458,0.874532,0.896869,0.875817,0.875862,0.816817,0.880734,0.875229,0.810811,0.819820,0.009009,0.810811,0.808374,0.816817,0.816817,0.880562,0.819820,0.908408,0.884384,0.826807,0.872420,0.870871,0.868739,0.878378,0.887681,0.888889,0.875451,0.884384,0.890390,0.885886,0.819820,0.001502,0.863139,0.818318,0.871750,0.818318,0.868739,0.873264,0.869369,0.873394,0.865809,0.867925,0.894895,0.894366,0.882883,0.871747,0.838428,0.847352,0.873874,0.873874,0.877850,0.876800,0.881319,0.894895,0.813814,0.039157,0.885077,0.885305,0.883562,0.861053,0.873264,0.891892,0.899399,0.903904,0.877342,0.879646,0.877876,0.867596,0.878307,0.816817,0.873239,0.003003,0.003003,0.030093,0.037538,0.007508,0.012012,0.015015,0.021021,0.019520,0.043544,0.037538,0.006006,0.013514,0.868512,0.868512,0.885886,0.866782,0.865052,0.866782,0.013514,0.006006,0.006006,0.009009,0.039039,0.036036,0.006006,0.167024,0.818318,0.887387,0.005714,0.003003,0.004505,0.030030,0.079580,0.006006,0.016517,0.875000,0.876736,0.875000,0.876736,0.875229,0.851744,0.870544,0.007508,0.069930,0.863322,0.000000,0.033033,0.034535,0.816817,0.816817,0.816817,0.816817,0.816817,0.816817,0.004505,0.818318,0.815315,0.810811,0.887387,0.810811,0.902402,0.082583
